
k,l,u,v
51,116,1187.5,2347.07
50,116,1163.9,2347.1
48,116,1117.5,2347.07
47,116,1094.17,2347.17
45,116,1047.08,2347.43
42,116,977.081,2347.43
41,116,954,2347
39,116,907.5,2347.07
38,116,884.013,2347.15
36,116,837.5,2347
33,116,767.5,2347.07
32,116,744.667,2347.08
30,116,697.955,2347.14
29,116,674.5,2347
27,116,627.57,2347.08
24,116,558,2347
21,116,488,2347.14
18,116,418,2347
15,116,348,2347
12,116,278,2347.14
9,116,208,2347.14
6,116,138.136,2347.05
3,116,68,2347.14
0,116,1,2347
174,115,4043,2327
171,115,3973,2327
168,115,3903,2327
159,115,3693.44,2326.66
156,115,3623.34,2326.56
153,115,3553.5,2326.5
150,115,3483.5,2326.67
141,115,3273.5,2326.67
138,115,3203.66,2326.56
135,115,3133.66,2326.56
132,115,3063.66,2326.56
129,115,2993.92,2326.6
114,115,2644.44,2326.66
93,115,2154.6,2326.92
75,115,1735.08,2326.6
69,115,1595.08,2326.6
57,115,1315.58,2327
51,115,1175.6,2326.92
48,115,1105.6,2326.92
45,115,1035.6,2326.92
42,115,965.597,2326.92
36,115,826,2326.58
33,115,756,2326.58
30,115,686.5,2327
27,115,616.417,2327
24,115,546.5,2327
21,115,476.438,2326.66
18,115,406.5,2327
15,115,336.5,2327
12,115,266.5,2326.67
9,115,196.438,2326.66
7,115,149.583,2327
6,115,126.5,2327
3,115,56.5,2327
175,115,4066,2326.58
173,115,4019.92,2326.57
172,115,3996.5,2326.5
170,115,3949.83,2326.83
169,115,3926.5,2326.5
167,115,3879.92,2326.57
166,115,3856.45,2326.82
165,115,3832.73,2326.58
164,115,3810,2326.5
163,115,3786.5,2326.79
162,115,3763.27,2326.42
161,115,3740,2326.86
160,115,3716.5,2327
158,115,3670,2326.86
157,115,3646.5,2326.79
155,115,3600,2326.86
154,115,3577,2327
152,115,3530,2326.86
151,115,3506.83,2326.83
149,115,3460,2326.5
148,115,3436.83,2326.83
147,115,3413.64,2326.6
146,115,3390,2326.5
145,115,3366.83,2326.83
144,115,3343.77,2326.54
143,115,3320.5,2326.5
142,115,3297,2326.58
140,115,3250.5,2326.5
139,115,3226.83,2326.83
137,115,3180.5,2326.5
136,115,3157,2327
133,115,3087,2327
131,115,3040.92,2326.57
130,115,3017,2327
128,115,2970.92,2326.57
127,115,2947.45,2326.82
126,115,2924,2326.5
125,115,2900.92,2326.57
124,115,2877.5,2326.5
123,115,2854,2326.58
122,115,2830.92,2326.57
121,115,2807.5,2326.5
120,115,2784,2326.58
119,115,2761,2326.86
118,115,2737.5,2326.5
117,115,2714.4,2326.92
115,115,2667.83,2326.83
113,115,2620.93,2326.5
112,115,2597.83,2326.83
111,115,2574.44,2326.66
110,115,2551,2326.5
109,115,2527.83,2326.83
108,115,2504.5,2326.5
107,115,2481,2326.69
106,115,2457.83,2326.83
105,115,2434.44,2326.66
104,115,2411.43,2326.92
103,115,2388,2326.86
102,115,2364.6,2326.92
101,115,2341.34,2326.95
100,115,2318,2326.86
99,115,2294.6,2326.92
98,115,2271.5,2326.93
97,115,2248.14,2327
96,115,2224.73,2326.58
95,115,2201.5,2326.93
94,115,2178.14,2327
92,115,2131.5,2326.93
91,115,2108,2326.5
90,115,2084.6,2326.92
89,115,2061.5,2327
88,115,2038.05,2326.86
87,115,2015,2326.58
86,115,1991.64,2326.64
85,115,1968.05,2326.86
84,115,1945,2326.58
83,115,1921.93,2326.5
82,115,1898.5,2326.5
81,115,1875.08,2326.6
80,115,1851.92,2326.57
79,115,1828.35,2326.71
78,115,1805,2326.58
77,115,1781.92,2326.57
76,115,1758.5,2326.5
74,115,1711.92,2326.57
73,115,1688.5,2326.5
72,115,1665.17,2326.72
71,115,1641.92,2326.57
70,115,1618.5,2326.5
68,115,1572,2327
67,115,1549,2326.86
66,115,1525.4,2326.92
65,115,1502,2327
64,115,1478.86,2326.95
63,115,1455.4,2326.92
62,115,1432.05,2326.86
61,115,1409,2327
60,115,1385.4,2326.92
59,115,1362,2327
58,115,1339,2327
56,115,1292.43,2326.92
55,115,1269,2326.86
54,115,1245.58,2327
53,115,1222.43,2326.92
52,115,1199,2327
50,115,1152.5,2326.93
49,115,1129,2327
47,115,1082.5,2327
46,115,1059,2327
44,115,1012.5,2326.93
43,115,988.963,2327.06
41,115,942.5,2326.93
40,115,919.167,2326.83
39,115,895.955,2326.77
38,115,872.919,2326.57
37,115,849.167,2326.83
35,115,802.5,2326.93
34,115,779.167,2326.83
32,115,732.864,2326.95
31,115,709.5,2326.5
29,115,662.864,2326.95
28,115,639.5,2327
26,115,593,2327
25,115,569.5,2327
23,115,523.045,2326.86
22,115,499.583,2327
20,115,452.864,2326.95
19,115,429.5,2327
17,115,383,2327.14
16,115,359.333,2326.92
14,115,313,2326.86
13,115,289.5,2327
11,115,243,2327
10,115,220,2327
8,115,173,2327
5,115,103,2327.5
4,115,80,2327.07
2,115,33.1154,2326.81
1,115,10,2327
134,115,3110.82,2326.63
116,115,2691,2326.69
40,114,931,2306.5
34,114,791,2306.58
31,114,721,2306.58
19,114,441.438,2306.66
16,114,371.438,2306.66
10,114,231.5,2306.67
7,114,161.5,2306.67
4,114,91.5,2306.67
1,114,21.5,2306.67
175,114,4077.44,2306.34
174,114,4054.5,2306.5
173,114,4031.21,2306.5
172,114,4008.28,2306.39
171,114,3984.5,2306.5
170,114,3961,2306.5
169,114,3938,2306.5
168,114,3914.92,2306.57
167,114,3891.38,2306.79
166,114,3868,2306.5
165,114,3844.93,2306.5
164,114,3821.17,2306.5
163,114,3798,2306.5
162,114,3774.5,2306.5
161,114,3751.21,2306.38
160,114,3728,2306.5
159,114,3705,2306.5
158,114,3681.62,2306.21
157,114,3658.33,2306.5
156,114,3634.93,2306.5
155,114,3611.82,2306.55
154,114,3588.33,2306.5
153,114,3565,2306.5
152,114,3541.82,2306.45
151,114,3518.5,2306.5
150,114,3495,2306.5
149,114,3472,2306.5
148,114,3448.64,2306.4
147,114,3425,2306.5
146,114,3402,2306.42
145,114,3378.5,2306.67
144,114,3355.5,2306.5
143,114,3332,2306.5
142,114,3308.5,2306.5
141,114,3285.5,2306.5
140,114,3262,2306.5
139,114,3238.73,2306.42
138,114,3215.5,2306.5
137,114,3192,2306.5
136,114,3168.73,2306.42
135,114,3145.5,2306.5
134,114,3122.18,2306.45
133,114,3098.73,2306.42
132,114,3075.5,2306.5
131,114,3052,2306.5
130,114,3029,2306.5
129,114,3005.5,2306.5
128,114,2982.18,2306.45
127,114,2959,2306.5
125,114,2912.18,2306.45
124,114,2889,2306.5
123,114,2865.92,2306.57
122,114,2842.17,2306.83
121,114,2819,2306.5
120,114,2795.93,2306.5
119,114,2772.5,2306.5
118,114,2749,2306.5
117,114,2725.93,2306.5
116,114,2702.5,2306.5
115,114,2679.27,2306.42
114,114,2655.93,2306.5
113,114,2632.5,2306.5
112,114,2609,2306.5
111,114,2585.93,2306.5
110,114,2562.5,2306.5
109,114,2539.34,2306.44
108,114,2516.07,2306.5
107,114,2492.83,2306.83
106,114,2469.36,2306.4
104,114,2422.83,2306.83
103,114,2399.5,2306.5
102,114,2376.05,2306.66
101,114,2352.5,2306.5
100,114,2329.5,2306.5
99,114,2306.05,2306.66
98,114,2283.5,2306.5
97,114,2259.5,2306.5
96,114,2236.5,2306.5
95,114,2212.5,2306.5
94,114,2189.92,2306.4
92,114,2143.5,2306.5
91,114,2119.73,2306.58
90,114,2096.92,2306.57
89,114,2073.5,2306.5
88,114,2050,2306.5
86,114,2003.5,2306.5
85,114,1980,2306.5
84,114,1956.93,2306.5
83,114,1933.5,2306.5
82,114,1910,2306.5
80,114,1863.5,2306.5
79,114,1840,2306.5
78,114,1816.92,2306.57
77,114,1793.5,2306.5
76,114,1770,2306.5
75,114,1746.93,2306.5
74,114,1723.5,2306.5
73,114,1700,2306.5
72,114,1677,2306.5
71,114,1653.83,2306.83
70,114,1630.44,2306.66
69,114,1606.93,2306.5
68,114,1583.82,2306.55
67,114,1560.44,2306.66
66,114,1537,2306.5
65,114,1513.83,2306.83
64,114,1490.5,2306.5
63,114,1466.93,2306.5
62,114,1444,2306.86
61,114,1420.5,2306.5
60,114,1397,2306.5
59,114,1373.83,2306.83
58,114,1350.5,2306.5
57,114,1327.07,2306.5
56,114,1304,2306.86
55,114,1280.66,2306.56
54,114,1257.43,2306.92
53,114,1234.5,2306.5
52,114,1210.65,2306.56
51,114,1187.43,2306.92
50,114,1164.5,2306.5
49,114,1140.73,2306.58
48,114,1117.92,2306.57
47,114,1094.5,2306.5
46,114,1070.73,2306.58
45,114,1047.92,2306.57
44,114,1024.5,2306.5
43,114,1000.73,2306.58
42,114,977.919,2306.57
41,114,954.167,2306.83
39,114,907.919,2306.57
38,114,884.5,2306.5
37,114,860.731,2306.58
36,114,837.919,2306.57
35,114,814.5,2306.5
33,114,767.919,2306.57
32,114,744.447,2306.82
30,114,697.57,2306.92
29,114,674.5,2306.5
28,114,651,2306.5
27,114,627.919,2306.57
26,114,604.5,2306.79
25,114,581.081,2306.6
24,114,557.919,2306.57
23,114,534.5,2306.5
22,114,511.5,2306.5
21,114,488,2306.86
20,114,464.5,2306.5
18,114,418,2306.86
17,114,394.833,2306.83
15,114,348.045,2306.86
14,114,325,2307
13,114,301.5,2306.5
12,114,278,2306.5
11,114,255,2306.5
9,114,208,2306.86
8,114,185,2307
6,114,138,2306.86
5,114,115,2307
3,114,68,2306.86
2,114,45,2307
0,114,0.5,2307
126,114,2935.5,2306.5
105,114,2446.29,2306.48
93,114,2166.5,2306.5
87,114,2026.89,2306.48
81,114,1886.92,2306.57
175,113,4066.18,2286.45
174,113,4043,2286
173,113,4020,2286.5
172,113,3996,2286
171,113,3972.56,2286.34
169,113,3926.42,2286
168,113,3903,2286
166,113,3856.55,2286.18
165,113,3833,2286.5
164,113,3810,2286.5
163,113,3786.5,2286.5
162,113,3763.4,2286.08
161,113,3739.95,2286.14
160,113,3716.5,2286.5
159,113,3693.5,2286.33
158,113,3670,2286.5
157,113,3647,2286
156,113,3623.5,2286.33
155,113,3600,2286.14
154,113,3576.55,2286.18
153,113,3553.5,2286.33
151,113,3507,2286
150,113,3483.5,2286.33
149,113,3460.14,2286.05
148,113,3437,2286
147,113,3413.5,2286.33
145,113,3367,2286.42
144,113,3343.56,2286.34
142,113,3297,2286
141,113,3273.5,2286.33
139,113,3227,2286
138,113,3203.56,2286.34
136,113,3157,2286.42
135,113,3133.5,2286
133,113,3087.17,2286.17
132,113,3063.92,2286.4
131,113,3040.5,2286.5
130,113,3017.17,2286.17
129,113,2993.92,2286.4
128,113,2970.5,2286.5
127,113,2947.17,2286.17
126,113,2924.4,2286.08
125,113,2900.93,2286.5
124,113,2877.17,2286.17
123,113,2854,2286.42
122,113,2830.57,2286.08
121,113,2807.83,2286.17
120,113,2784.4,2286.08
118,113,2737.55,2286.18
117,113,2714.4,2286.08
116,113,2691,2286.5
115,113,2667.5,2286.5
114,113,2644.34,2286.44
112,113,2597.83,2286.17
111,113,2574.4,2286.08
109,113,2527.5,2286.5
108,113,2504.5,2286
107,113,2481.07,2286.5
106,113,2458,2286
105,113,2434.56,2286.34
103,113,2387.82,2286.45
102,113,2364.5,2286
100,113,2317.5,2286.5
99,113,2294.56,2286.34
97,113,2248,2286.14
96,113,2224.56,2286.34
94,113,2178.17,2286.17
93,113,2155,2286.42
91,113,2108.17,2286.17
90,113,2084.95,2286.23
89,113,2061.5,2286.5
88,113,2038.17,2286.17
87,113,2015,2286.42
85,113,1968.5,2286.5
84,113,1945,2286.42
82,113,1898.5,2286.5
81,113,1875,2286.42
79,113,1828.5,2286.5
78,113,1805.4,2286.08
76,113,1758.5,2286.5
75,113,1735.4,2286.08
74,113,1711.93,2286.5
73,113,1688.5,2286.5
72,113,1665.34,2286.44
70,113,1618.5,2286.5
69,113,1595.27,2286.42
68,113,1572,2286.5
67,113,1548.5,2286.5
66,113,1525.34,2286.44
65,113,1502.07,2286.5
64,113,1478.5,2286.5
63,113,1455.34,2286.44
61,113,1409,2286.14
60,113,1385.56,2286.34
59,113,1362,2286.5
58,113,1339,2286.14
57,113,1315.56,2286.34
56,113,1292.07,2286.5
55,113,1268.5,2286.5
54,113,1245.5,2286.5
52,113,1199,2286.5
51,113,1175.56,2286.34
50,113,1152.08,2286.43
49,113,1129,2286.5
48,113,1105.92,2286.4
47,113,1082.5,2286.5
46,113,1059.17,2286.17
45,113,1035.92,2286.4
44,113,1012.5,2286.5
43,113,989,2286.5
42,113,966,2286.42
41,113,942.5,2286.5
40,113,919.167,2286.17
39,113,896,2286.5
38,113,872.5,2286.5
37,113,849.167,2286.17
36,113,826,2286.5
35,113,802.5,2286.5
34,113,779.5,2286.5
33,113,756.403,2286.08
32,113,732.5,2286.5
31,113,709.5,2286.5
30,113,686,2286.5
29,113,663,2286.5
28,113,639.5,2286.5
27,113,616.403,2286.08
26,113,593,2286.5
25,113,569.5,2286.5
24,113,546.269,2286.42
23,113,523,2286.86
22,113,499.5,2286.5
21,113,476.269,2286.42
20,113,453,2286.5
19,113,429.5,2286.5
18,113,406.269,2286.42
17,113,383,2286.5
16,113,359.5,2286.5
15,113,336.269,2286.42
14,113,313,2286.5
13,113,290,2286.5
12,113,266.389,2286.39
11,113,243,2286.5
10,113,220,2286.5
9,113,196.5,2286.5
8,113,173,2286.5
7,113,150,2286.5
6,113,126.5,2286.5
5,113,103,2286.5
4,113,80,2286.5
3,113,56.5,2286.5
2,113,33.0455,2286.86
1,113,10,2287
170,113,3949.5,2286.5
167,113,3880,2286.5
152,113,3530,2286.14
146,113,3390.05,2286.14
143,113,3320.5,2286.5
140,113,3250.43,2286.08
137,113,3180.45,2286.23
134,113,3110.5,2286.5
119,113,2761,2286.5
113,113,2621,2286.5
110,113,2551,2286.5
104,113,2411.08,2286.43
101,113,2341.08,2286.43
98,113,2271.5,2286.07
95,113,2201.08,2286.43
92,113,2131.82,2286.37
86,113,1991.5,2286.07
83,113,1921.5,2286.5
80,113,1851.57,2286.08
77,113,1781.87,2286.43
71,113,1642.07,2286.5
62,113,1432,2286.5
53,113,1222.07,2286.5
175,112,4077.25,2266.12
173,112,4031.42,2266
172,112,4008,2266
170,112,3961.42,2266
169,112,3938,2266
167,112,3891.42,2266
166,112,3868,2266
163,112,3798,2266
161,112,3751.5,2266
160,112,3728,2266
158,112,3681.58,2266
157,112,3658,2266
155,112,3611.58,2266
154,112,3588.5,2266
152,112,3541.58,2266
151,112,3518,2266
149,112,3471.58,2266
148,112,3448.5,2266
146,112,3402,2266
145,112,3378.5,2266
143,112,3332,2266
142,112,3308.5,2266
140,112,3262,2266
139,112,3238.5,2266
137,112,3192,2266
136,112,3168.5,2266
134,112,3122,2266
133,112,3098.92,2266.4
131,112,3052,2266
130,112,3028.92,2266.4
128,112,2982,2266
127,112,2959,2266
125,112,2912.5,2266.5
124,112,2889.4,2266.08
122,112,2842.5,2266.5
121,112,2819.42,2266
120,112,2795.95,2266.14
118,112,2749.42,2266
116,112,2702.76,2265.86
115,112,2679.42,2266
113,112,2632.86,2266.05
112,112,2609.5,2266
109,112,2539.5,2266
107,112,2493,2266.14
106,112,2469.5,2266
104,112,2422.86,2266
103,112,2399.58,2266
101,112,2352.86,2266
100,112,2329.5,2266
98,112,2283,2266
97,112,2259.92,2266.4
94,112,2189.92,2266.4
92,112,2143,2266.14
91,112,2119.92,2266.4
89,112,2073.14,2266.05
88,112,2049.92,2266.4
86,112,2003.14,2266.05
85,112,1980,2266.42
83,112,1933.14,2266.05
82,112,1910,2266.42
80,112,1863.5,2266.5
79,112,1840,2266.42
77,112,1793.5,2266.5
76,112,1770.4,2266.08
74,112,1723.5,2266.5
73,112,1700.4,2266.08
70,112,1630.4,2266.08
68,112,1583.5,2266.5
67,112,1560.4,2266.08
65,112,1513.5,2266.5
64,112,1490.5,2266
62,112,1443.86,2266
61,112,1420.5,2266
59,112,1374,2266.14
58,112,1350.5,2266
56,112,1304,2266.14
55,112,1280.5,2266
53,112,1234,2266.14
52,112,1210.5,2266
50,112,1164,2266
49,112,1140.5,2266
47,112,1094.17,2266.17
46,112,1070.92,2266.4
44,112,1024,2266.14
43,112,1000.58,2266
41,112,954,2266.14
40,112,931,2266.42
38,112,884,2266
37,112,861,2266.42
34,112,791,2266.42
32,112,744.167,2266.17
31,112,721.403,2266.08
29,112,674.5,2266.21
28,112,651.403,2266.08
27,112,628,2266.5
26,112,604.553,2266.18
25,112,581.403,2266.08
23,112,534.553,2266.18
22,112,511.344,2266.44
21,112,487.859,2266.24
20,112,464.5,2266.5
19,112,441.403,2266.08
18,112,417.955,2266.14
17,112,394.5,2266.5
16,112,371.5,2266.33
15,112,348,2266.5
14,112,325,2266
13,112,301.5,2266.33
12,112,278,2266.5
11,112,255,2266
10,112,231.5,2266.33
9,112,208,2266.5
8,112,185,2266
7,112,161.5,2266.33
6,112,138,2266.5
5,112,115,2266
4,112,91.3621,2266.4
2,112,44.5,2266.5
1,112,21.5625,2266.34
0,112,1,2266.5
174,112,4054.57,2266.08
171,112,3984.86,2266
168,112,3914.95,2266.14
165,112,3845,2266
164,112,3821.5,2266
162,112,3774.95,2266.14
159,112,3705,2266.14
156,112,3635,2266.14
153,112,3565.05,2266.14
150,112,3495,2266.14
147,112,3425,2266.5
144,112,3355.08,2266.43
141,112,3285.43,2266.08
138,112,3215.08,2266.43
135,112,3145.5,2266.07
132,112,3075.08,2266.43
129,112,3005.57,2266.08
126,112,2935.57,2266.08
123,112,2866,2266
119,112,2772.5,2266
117,112,2726,2266
114,112,2656,2266
111,112,2586.33,2266.11
110,112,2562.76,2266.14
108,112,2516.43,2266.08
105,112,2446,2266
102,112,2376.43,2266.08
99,112,2306.08,2266.43
96,112,2236.5,2266.07
95,112,2213,2266
93,112,2166.5,2266.07
90,112,2096.5,2266.07
87,112,2026.5,2266.07
84,112,1956.57,2266.08
81,112,1886.66,2266.05
78,112,1817,2266.5
75,112,1747,2266.5
72,112,1677,2266.31
71,112,1653.67,2266.08
69,112,1606.95,2266.14
66,112,1537,2266.31
63,112,1467.14,2266.05
60,112,1397.33,2266.11
57,112,1327.08,2266.43
54,112,1257.08,2266.43
51,112,1187.55,2266.23
48,112,1117.5,2266.07
45,112,1047.5,2266.07
42,112,977.57,2266.08
39,112,907.57,2266.08
36,112,837.57,2266.08
35,112,814.158,2266.21
33,112,768,2266.5
30,112,697.5,2266.5
24,112,558,2266.5
3,112,68,2266.5
175,111,4066,2246
174,111,4043,2246
171,111,3973,2246
168,111,3903,2246
165,111,3833,2246
162,111,3763,2246
159,111,3693.5,2246
156,111,3623.5,2246
154,111,3576.58,2246
153,111,3553.5,2246
150,111,3483.5,2246
147,111,3413.5,2246
144,111,3343.5,2246
141,111,3273.5,2246
138,111,3203.6,2245.92
135,111,3133.6,2245.92
133,111,3087,2246
132,111,3063.6,2245.92
129,111,2994,2246
126,111,2924,2246
123,111,2854.08,2245.6
120,111,2784.42,2246
117,111,2714.08,2245.6
114,111,2644.42,2246
111,111,2574.5,2246
108,111,2504.5,2246
105,111,2434.5,2246
102,111,2364.58,2246
99,111,2294.58,2246
96,111,2224.58,2246
93,111,2154.58,2246
87,111,2015,2246
84,111,1944.58,2246
81,111,1875,2246
78,111,1805.42,2246
75,111,1735.42,2246
72,111,1665.5,2246
69,111,1595.5,2246
66,111,1525.5,2246
63,111,1455.5,2246
60,111,1385.5,2246
57,111,1315.58,2246
54,111,1245.58,2246
51,111,1175.58,2246
48,111,1105.58,2246
45,111,1036,2246
42,111,966,2246
40,111,919.244,2245.86
39,111,896,2246
36,111,826,2246
34,111,779.136,2246.05
33,111,756.403,2246.08
30,111,686.403,2246.08
28,111,639.5,2246.5
27,111,616.403,2246.08
24,111,546.5,2246
22,111,499.5,2246.5
21,111,476.403,2246.08
19,111,429.553,2246.18
18,111,406.5,2246
16,111,360,2246
15,111,336.5,2246
13,111,290,2246
12,111,266.5,2246
10,111,220,2246
9,111,196.5,2246
7,111,150,2246
6,111,126.5,2246
4,111,80,2246
3,111,56.5,2246
1,111,10.1364,2246.05
173,111,4019.86,2245.95
172,111,3996.45,2245.82
170,111,3949.76,2245.86
169,111,3926.45,2245.82
167,111,3879.86,2245.95
166,111,3856.5,2246
164,111,3809.86,2245.95
163,111,3786.5,2246
161,111,3739.95,2246.14
160,111,3716.58,2246
158,111,3670,2245.86
157,111,3646.58,2246
155,111,3600,2246
152,111,3530,2246.14
151,111,3507,2246
149,111,3460.5,2246
148,111,3437,2246.07
146,111,3390.5,2245.93
145,111,3367,2246
143,111,3320.5,2246
142,111,3297,2246
140,111,3250.43,2245.92
139,111,3227,2246
137,111,3180.5,2246
136,111,3156.9,2246.1
134,111,3110.5,2246.07
131,111,3040.5,2245.93
130,111,3017.42,2246
128,111,2970.95,2246.14
127,111,2947.33,2245.92
125,111,2901,2246
124,111,2877.5,2246
122,111,2830.95,2246.14
121,111,2807.67,2245.92
119,111,2760.86,2245.95
118,111,2737.76,2246.14
116,111,2690.74,2246.28
115,111,2667.5,2246
113,111,2621,2246
112,111,2597.86,2246
110,111,2551,2246
109,111,2528,2246
107,111,2481.33,2246.11
106,111,2458.04,2246.06
104,111,2411.5,2246
103,111,2388,2246
101,111,2341,2246
100,111,2317.96,2246.06
98,111,2271.5,2246
97,111,2248,2246
95,111,2201.5,2246
94,111,2178,2246.07
92,111,2131.5,2246.07
91,111,2108,2246
90,111,2084.5,2245.79
89,111,2061.5,2246.07
88,111,2038.24,2245.86
86,111,1991.5,2246.07
85,111,1968.33,2246.08
83,111,1921.5,2246.07
82,111,1898.33,2245.92
80,111,1851.5,2246.07
79,111,1828.5,2246
77,111,1782,2246
76,111,1758.5,2245.5
74,111,1712,2246
73,111,1688.65,2246.29
71,111,1642,2246
70,111,1618.65,2245.71
68,111,1572.33,2246.11
67,111,1548.76,2246.14
65,111,1502.5,2246
64,111,1478.86,2245.95
62,111,1432.5,2246.07
61,111,1409.04,2245.94
59,111,1362.14,2246.05
58,111,1339.04,2245.94
56,111,1292.5,2246
55,111,1269,2246
53,111,1222.08,2246.43
52,111,1199,2246
50,111,1152.5,2245.93
49,111,1129,2246
47,111,1082.5,2246.07
46,111,1059.01,2246.15
44,111,1012.08,2246.43
43,111,989.333,2246.08
41,111,942.5,2246.07
38,111,873,2246
37,111,849,2246
35,111,802.951,2246.34
32,111,732.57,2246.08
31,111,709.5,2246
29,111,663,2246.5
26,111,593,2246
25,111,569.667,2246.08
23,111,523,2246
20,111,453,2246
17,111,383.115,2246.19
14,111,312.955,2246.14
11,111,243.037,2245.94
8,111,173,2246.14
5,111,103,2246.14
2,111,32.9545,2246.14
175,110,4077,2226
172,110,4007.66,2225.56
169,110,3938,2226
163,110,3798,2226
160,110,3728,2226
157,110,3658,2226
155,110,3611.58,2226
154,110,3588.5,2226
151,110,3518.5,2225.67
148,110,3448.5,2226
145,110,3378.5,2226
142,110,3308.5,2225.67
139,110,3238.66,2225.56
136,110,3168.66,2225.56
133,110,3098.6,2225.92
130,110,3028.6,2225.92
127,110,2959,2225.58
124,110,2889,2225.58
121,110,2819,2225.58
115,110,2679.5,2226
112,110,2609,2225.58
109,110,2539.5,2226
106,110,2469.5,2226
103,110,2399.58,2226
100,110,2329.6,2225.92
97,110,2259.6,2225.92
94,110,2189.6,2225.92
91,110,2119.6,2225.92
88,110,2050,2225.58
85,110,1979.6,2225.92
82,110,1910,2225.58
79,110,1840.08,2225.6
76,110,1770,2225.58
73,110,1700.08,2225.6
70,110,1630.08,2225.6
67,110,1560.5,2226
64,110,1490.5,2226
61,110,1420.5,2226
58,110,1350.5,2226
55,110,1280.6,2225.92
52,110,1210.6,2225.92
49,110,1140.6,2225.92
46,110,1070.6,2225.92
43,110,1000.58,2226
40,110,930.597,2225.92
37,110,860.597,2225.92
34,110,790.597,2225.92
31,110,721,2225.58
28,110,651.403,2226.08
25,110,581.417,2226
22,110,511.5,2226
19,110,441.5,2226
16,110,371.5,2226
13,110,301.5,2226
10,110,231.5,2226
8,110,185,2226
7,110,161.5,2226
4,110,91.5,2226
1,110,21.5,2226
174,110,4054.86,2225.95
173,110,4031,2226
171,110,3984.92,2225.57
170,110,3961.42,2226
168,110,3914.86,2225.95
167,110,3891.5,2226
166,110,3868.06,2225.69
165,110,3845,2226
164,110,3821.67,2225.92
162,110,3775,2225.86
161,110,3751.58,2226
159,110,3704.86,2225.95
158,110,3681.5,2225.79
156,110,3635,2225.86
153,110,3565.05,2225.86
152,110,3541.58,2226
150,110,3495,2225.86
149,110,3472,2226
147,110,3425,2226
146,110,3402,2226
144,110,3355.43,2225.92
143,110,3331.83,2225.83
141,110,3285.43,2225.92
140,110,3262,2226
138,110,3215.43,2225.92
137,110,3192,2226
135,110,3145.43,2225.92
134,110,3122,2225.86
132,110,3075.5,2225.79
131,110,3052,2226
129,110,3005.57,2225.92
128,110,2982.17,2225.83
126,110,2935.92,2225.57
125,110,2912.17,2225.83
123,110,2865.92,2225.57
122,110,2842.17,2225.83
120,110,2795.92,2225.57
119,110,2772.5,2225.5
118,110,2749.08,2225.6
117,110,2726,2226
116,110,2702.5,2225.5
114,110,2655.57,2225.92
113,110,2632.5,2225.5
111,110,2586,2225.5
110,110,2562.5,2225.5
108,110,2516.43,2225.92
107,110,2493,2226
105,110,2446,2225.5
104,110,2422.86,2226
102,110,2376.05,2225.66
101,110,2353,2226
99,110,2306.5,2225.93
98,110,2283,2225.86
96,110,2236.5,2225.93
95,110,2213,2226
93,110,2166.5,2225.93
92,110,2143.14,2226
90,110,2096.5,2225.93
89,110,2073.14,2226
87,110,2026.5,2225.93
86,110,2003.14,2225.95
84,110,1956.5,2225.93
83,110,1933.5,2226
81,110,1886.5,2226
80,110,1863.35,2225.71
78,110,1816.66,2225.95
77,110,1793.5,2225.5
75,110,1746.67,2225.89
74,110,1723.86,2226
72,110,1676.93,2225.5
71,110,1653.86,2225.95
69,110,1607,2226
68,110,1583.86,2226
66,110,1537.05,2225.86
65,110,1513.86,2226
63,110,1467,2226
62,110,1444,2225.86
60,110,1397.38,2225.75
59,110,1374.04,2225.94
57,110,1327.31,2226
56,110,1304.04,2226.06
54,110,1257.43,2225.92
53,110,1234,2225.86
51,110,1187.43,2225.92
50,110,1164,2225.86
48,110,1117.5,2226
47,110,1093.96,2226.06
45,110,1047.5,2225.93
44,110,1024,2225.86
42,110,977.5,2225.93
41,110,954,2226
39,110,907.5,2226
38,110,884.167,2225.83
36,110,837.744,2226.28
35,110,814,2226
33,110,767.864,2225.95
32,110,744.417,2226
30,110,697.5,2226.07
29,110,674.447,2225.82
27,110,627.5,2226.07
26,110,604.864,2225.95
24,110,558,2226
23,110,534.447,2225.82
21,110,487.864,2225.95
20,110,464.667,2226.08
18,110,418,2225.86
17,110,394.842,2225.79
15,110,347.5,2226
14,110,325,2226
12,110,278,2226
11,110,254.857,2226
9,110,208,2226.14
6,110,138,2226
5,110,115.145,2225.92
3,110,67.9545,2226.14
2,110,44.9865,2225.85
0,110,0.5,2226
174,109,4043,2205.33
159,109,3693.34,2205.56
156,109,3623.34,2205.56
81,109,1875,2205.58
36,109,825.597,2205.92
30,109,686,2205.58
27,109,616.081,2205.6
24,109,546.081,2205.6
21,109,476.5,2206
18,109,406.5,2206
15,109,336.5,2206
12,109,266.5,2205.67
9,109,196.5,2206
6,109,126.5,2205.67
3,109,56.5,2206
175,109,4066,2206
173,109,4019.92,2205.57
172,109,3996.17,2205.72
171,109,3973,2205.5
170,109,3949.5,2205.5
169,109,3926.5,2205.5
168,109,3903,2205.5
167,109,3879.57,2205.92
166,109,3856.5,2205.5
165,109,3833,2205.5
164,109,3810,2205.86
163,109,3786.5,2205.79
162,109,3763.33,2205.5
160,109,3717,2205.5
158,109,3670,2205.5
157,109,3646.83,2205.83
